student_id,encouragement_assignment,tutoring_received,baseline_math_score,end_term_math_score
IV2202,0,0,62.126909,86.807957
IV2203,0,0,68.544344,88.227232
IV2204,0,1,72.513698,93.556786
IV2205,1,0,79.26552,78.634793
IV2206,0,1,72.026646,81.452279
IV2207,0,0,68.119173,93.104401
IV2208,1,1,74.663664,101.569709
IV2209,1,1,75.612116,82.904191
IV2210,0,0,73.046745,81.849417
IV2211,1,1,55.799364,95.286473
IV2212,1,1,54.089197,82.792611
IV2213,1,1,63.2508,80.569745
IV2214,0,0,63.733498,93.650022
IV2215,1,1,51.905434,79.297871
IV2216,0,0,72.247617,81.005413
IV2217,0,0,76.579385,82.173087
IV2218,1,1,67.379919,90.769835
IV2219,0,0,69.105011,90.330873
IV2220,0,0,70.740782,85.035718
IV2221,0,0,97.322751,101.791173
IV2222,1,0,58.612971,87.081396
IV2223,1,1,62.199514,91.692978
IV2224,1,1,64.918516,76.43643
IV2225,1,1,58.407583,74.819246
IV2226,0,0,67.72977,72.57156
IV2227,1,1,69.026385,86.446201
IV2228,0,0,71.488273,83.911713
IV2229,1,1,83.653905,98.714968
IV2230,1,0,56.445639,77.676779
IV2231,1,0,82.477655,96.09991
IV2232,1,1,65.894132,81.642475
IV2233,1,0,68.383313,83.497239
IV2234,0,0,66.855818,82.797202
IV2235,0,0,59.68072,77.313065
IV2236,1,0,67.821741,89.07504
IV2237,0,0,74.496023,86.212777
IV2238,0,0,72.185628,80.090824
IV2239,0,0,40.312349,68.212655
IV2240,1,1,77.683797,88.900341
IV2241,1,1,54.698749,78.8595
IV2242,0,0,53.694121,83.721181
IV2243,0,0,64.765078,76.918492
IV2244,0,0,59.522151,86.036804
IV2245,0,0,60.813389,82.702041
IV2246,0,0,76.743754,82.152807
IV2247,0,0,77.7134,89.08858
IV2248,0,0,61.831844,84.116293
IV2249,0,0,69.257247,71.605598
IV2250,0,0,62.849285,77.804874
IV2251,0,0,65.392514,72.998586
IV2252,0,0,70.256708,85.007957
IV2253,1,1,69.964321,82.606556
IV2254,1,1,80.603412,84.687203
IV2255,1,0,62.115668,83.597568
IV2256,1,1,68.975559,87.663733
IV2257,1,1,63.330123,90.610565
IV2258,0,0,73.089774,90.989083
IV2259,0,0,70.434203,88.568564
IV2260,0,1,58.965636,93.947079
IV2261,1,1,69.975074,79.643753
IV2262,0,1,60.657448,90.270211
IV2263,0,0,62.949236,91.21441
IV2264,0,0,63.949815,76.656171
IV2265,1,0,68.956125,81.21756
IV2266,1,1,57.597798,86.406505
IV2267,1,0,69.722083,85.234555
IV2268,0,1,48.156593,90.136773
IV2269,0,0,60.051564,84.058502
IV2270,0,0,79.366338,76.969252
IV2271,1,0,62.192879,88.183175
IV2272,1,1,63.401095,83.461053
IV2273,1,0,63.777048,79.951491
IV2274,1,1,65.565827,95.261034
IV2275,1,1,62.23476,80.081812
IV2276,1,0,56.406554,82.96377
IV2277,1,1,57.905997,89.730512
IV2278,0,1,54.387934,75.552181
IV2279,1,1,66.031043,86.101536
IV2280,0,0,56.527702,83.86774
IV2281,1,1,62.481842,81.986366
IV2282,1,0,60.919196,94.532986
IV2283,0,0,66.820663,80.034781
IV2284,1,0,69.174997,97.3883
IV2285,1,0,53.357056,66.716935
IV2286,0,0,61.243943,72.035381
IV2287,0,0,77.404595,85.853219
IV2288,1,1,65.655821,92.229673
IV2289,1,1,70.097696,95.506853
IV2290,1,1,68.686154,87.552802
IV2291,1,1,67.87552,78.509301
IV2292,1,1,85.691704,103.798926
IV2293,1,0,50.51531,77.676325
IV2294,1,1,68.833277,83.282912
IV2295,1,1,80.823767,97.210934
IV2296,1,1,66.732398,94.062579
IV2297,0,0,77.045652,74.740029
IV2298,0,0,59.173883,90.907128
IV2299,1,0,47.604958,62.869988
IV2300,1,1,58.043687,80.811768
IV2301,1,1,77.324274,80.013151
IV2302,1,1,56.888306,84.639415
IV2303,0,0,60.239796,79.700599
IV2304,0,0,85.638122,99.023339
IV2305,1,0,66.477696,63.309669
IV2306,1,1,55.280591,92.519251
IV2307,0,0,59.213604,81.137456
IV2308,0,0,69.185939,82.972876
IV2309,1,1,65.170397,88.306803
IV2310,0,0,74.700719,79.442928
IV2311,1,0,71.669792,93.371483
IV2312,0,0,63.626512,93.528046
IV2313,1,0,56.703523,73.183452
IV2314,0,0,53.658679,71.600165
IV2315,0,0,59.508358,95.325334
IV2316,0,0,54.547113,82.49339
IV2317,1,1,64.637945,101.013005
IV2318,0,0,68.107588,83.921243
IV2319,0,0,64.248351,94.218848
IV2320,1,1,62.668099,79.346603
IV2321,1,1,60.588195,77.274317
IV2322,0,0,69.350354,88.624794
IV2323,1,1,72.443728,82.878142
IV2324,1,1,76.582635,95.979126
IV2325,1,1,76.024137,85.558355
IV2326,1,0,70.821981,76.866995
IV2327,0,0,67.386235,75.259032
IV2328,1,0,69.581811,73.287388
IV2329,0,0,50.822682,69.274463
IV2330,0,0,58.831335,80.380904
IV2331,1,0,63.78967,83.257746
IV2332,0,0,61.839661,77.717551
IV2333,0,0,54.207854,78.386699
IV2334,1,1,64.674539,104.034757
IV2335,1,1,61.633421,89.843276
IV2336,0,0,71.790261,75.603588
IV2337,1,0,66.561484,77.415806
IV2338,0,1,84.037385,96.05003
IV2339,0,0,73.269601,77.193305
IV2340,1,0,77.210882,88.664294
IV2341,0,0,67.330339,87.377442
IV2342,0,0,75.717663,82.199308
IV2343,1,1,61.101,71.24091
IV2344,0,1,54.873647,104.242212
IV2345,0,0,64.420617,80.081787
IV2346,0,0,77.738187,80.747658
IV2347,0,0,72.261029,82.437773
IV2348,0,0,73.549498,96.558543
IV2349,1,1,72.199333,87.76936
IV2350,0,0,62.442498,81.053594
IV2351,1,1,72.439804,92.984717
IV2352,0,0,56.697938,78.441886
IV2353,0,0,63.298411,77.271994
IV2354,0,0,67.13782,83.9117
IV2355,0,0,53.823376,65.438403
IV2356,1,0,65.813829,68.976869
IV2357,0,0,82.15747,89.307134
IV2358,0,0,66.112596,90.926898
IV2359,1,1,73.004315,100.07759
IV2360,0,0,62.368282,81.052606
IV2361,0,0,52.475806,75.227282
IV2362,0,1,55.398271,86.338336
IV2363,0,0,70.784102,88.256798
IV2364,0,0,60.409554,73.798634
IV2365,1,1,62.556757,83.947848
IV2366,0,0,54.669327,73.836784
IV2367,0,0,66.072066,87.190043
IV2368,1,0,63.789893,72.801904
IV2369,1,1,73.929055,95.164323
IV2370,1,1,77.511885,90.432398
IV2371,1,1,53.357569,74.859628
IV2372,1,1,51.495045,72.043546
IV2373,0,0,57.854049,78.51735
IV2374,0,0,54.31634,73.390268
IV2375,0,0,59.520944,84.552776
IV2376,1,1,62.989964,88.757532
IV2377,1,0,66.523825,85.382056
IV2378,1,0,59.858368,91.37587
IV2379,1,1,63.929603,89.067504
IV2380,1,1,67.275451,89.743744
IV2381,1,0,53.984197,52.764052
IV2382,1,1,78.418425,88.708579
IV2383,0,0,57.230097,77.589803
IV2384,1,0,65.765972,88.404819
IV2385,1,1,71.043701,91.420063
IV2386,1,0,62.207399,80.046129
IV2387,1,1,73.552635,93.729095
IV2388,0,0,78.151629,92.097714
IV2389,0,0,63.279945,90.106252
IV2390,1,0,66.715315,80.477819
IV2391,1,0,71.119746,77.055786
IV2392,0,0,62.985493,63.777378
IV2393,1,0,62.293485,79.726628
IV2394,1,0,69.134489,78.247211
IV2395,1,1,66.526628,89.822638
IV2396,1,1,54.212349,78.388453
IV2397,1,0,57.735443,93.928801
IV2398,0,0,74.623307,110.234644
IV2399,0,0,59.39392,74.093573
IV2400,0,0,53.423663,69.474763
IV2401,0,0,66.968691,82.454163
IV2402,1,1,69.214113,87.684138
IV2403,1,0,68.98503,83.956834
IV2404,1,1,70.437732,85.526216
IV2405,1,0,76.889963,85.479748
IV2406,0,0,75.652274,90.382779
IV2407,0,0,63.58603,75.247506
IV2408,1,1,49.538304,85.133117
IV2409,0,0,82.463061,85.659918
IV2410,0,0,73.52318,92.298583
IV2411,0,0,49.442123,64.767352
IV2412,1,1,62.721806,90.788361
IV2413,1,1,85.961002,95.048655
IV2414,0,1,50.998245,76.366006
IV2415,0,0,49.239873,75.199968
IV2416,0,0,79.540624,95.54412
IV2417,1,1,74.246418,98.449284
IV2418,1,1,76.764628,82.196427
IV2419,0,1,62.909748,72.24319
IV2420,1,1,83.234247,95.959506
IV2421,1,1,48.557317,77.246977
IV2422,1,1,66.253493,89.066825
IV2423,1,1,73.321263,91.956527
IV2424,0,0,63.627941,84.100276
IV2425,1,1,65.988753,96.636939
IV2426,1,0,70.625563,90.691949
IV2427,1,0,56.618013,72.454066
IV2428,1,1,70.609082,90.480244
IV2429,1,1,61.722596,68.697923
IV2430,1,1,64.79268,100.369751
IV2431,1,1,62.533196,92.826755
IV2432,0,0,61.386984,99.729853
IV2433,0,0,81.253197,98.639278
IV2434,0,0,68.588863,72.129678
IV2435,0,0,73.45909,93.992604
IV2436,1,1,66.354006,77.050583
IV2437,0,0,69.676257,76.980063
IV2438,0,0,72.742009,88.356454
IV2439,1,1,71.477841,88.6143
IV2440,0,0,59.754957,70.136218
IV2441,1,1,64.911563,96.205489
IV2442,0,0,42.376889,68.996589
IV2443,0,0,73.20118,84.870999
IV2444,0,0,61.892526,73.658042
IV2445,1,1,78.797811,94.501169
IV2446,0,0,86.610853,91.345419
IV2447,0,0,72.495757,82.981436
IV2448,1,1,62.052163,80.727699
IV2449,0,0,67.85142,92.779137
IV2450,0,0,71.504385,82.791665
IV2451,1,1,68.240235,93.506614
IV2452,1,1,53.187929,86.08443
IV2453,0,0,61.358821,79.662472
IV2454,1,0,64.373993,85.771582
IV2455,0,0,75.147154,79.580083
IV2456,0,0,65.074261,82.258328
IV2457,1,1,75.440518,85.638008
IV2458,0,0,74.268931,90.876306
IV2459,0,0,77.146572,84.76905
IV2460,0,0,54.074048,80.515678
IV2461,1,1,81.978851,93.467727
IV2462,0,0,54.821803,68.17344
IV2463,1,0,45.638005,69.53045
IV2464,1,0,62.499205,75.657552
IV2465,0,0,66.944343,92.353819
IV2466,1,1,46.839922,80.563154
IV2467,0,0,56.760644,72.673098
IV2468,1,1,61.967275,88.539497
IV2469,1,1,57.64294,94.116956
IV2470,1,0,61.184315,79.716179
IV2471,0,0,77.696082,91.733273
IV2472,1,1,54.002779,85.546809
IV2473,1,0,68.050583,65.575929
IV2474,0,0,63.2894,90.013598
IV2475,1,1,70.399834,94.771956
IV2476,1,1,51.219234,73.158977
IV2477,1,1,69.315545,91.423235
IV2478,0,0,57.56475,81.913344
IV2479,0,0,77.915876,100.891091
IV2480,1,1,64.731019,82.472781
IV2481,1,1,57.798139,71.569004
IV2482,1,0,66.358899,96.976579
IV2483,1,1,52.887946,93.449611
IV2484,0,0,61.944707,83.345674
IV2485,1,0,55.061585,87.825588
IV2486,1,0,55.444613,80.578597
IV2487,1,0,71.125165,83.480817
IV2488,0,0,62.210301,79.807271
IV2489,0,1,68.675106,89.856489
IV2490,1,1,63.081659,96.294317
IV2491,1,1,60.451003,98.72601
IV2492,0,0,62.793004,74.439077
IV2493,1,0,59.176255,83.872083
IV2494,1,1,54.361927,86.028049
IV2495,0,0,72.806064,96.486551
IV2496,1,1,61.22536,85.277971
IV2497,0,0,58.838272,76.713093
IV2498,1,1,88.007677,106.097378
IV2499,1,0,59.555523,84.672838
IV2500,0,0,72.065183,85.543334
IV2501,1,1,68.440423,85.668277
IV2502,0,0,67.900566,88.597254
IV2503,1,1,46.701958,80.884213
IV2504,1,0,67.67789,79.226662
IV2505,1,1,77.787643,102.853358
IV2506,1,1,61.106026,95.636144
IV2507,1,1,81.270623,99.286696
IV2508,0,0,57.193923,74.273464
IV2509,0,0,67.062528,88.238187
IV2510,0,1,69.02796,89.049643
IV2511,1,1,79.017603,90.397006
IV2512,1,0,47.807208,85.517217
IV2513,1,1,76.773834,90.625835
IV2514,0,0,67.763699,76.93423
IV2515,1,0,82.752659,97.993738
IV2516,0,0,55.597205,70.843747
IV2517,1,0,63.501692,81.545991
IV2518,1,0,54.268863,68.311984
IV2519,0,0,50.816942,69.082359
IV2520,0,0,59.701111,85.57956
IV2521,0,0,67.15312,88.318465
IV2522,1,0,63.512909,73.477606
IV2523,0,1,58.671281,75.696491
IV2524,0,0,63.643991,77.297902
IV2525,1,1,71.940915,89.357112
IV2526,1,1,64.141569,88.635692
IV2527,1,0,62.467555,85.946701
IV2528,1,1,77.460073,90.851144
IV2529,0,0,64.865616,75.206014
IV2530,1,1,67.953607,91.109819
IV2531,1,1,68.123794,93.927459
IV2532,1,1,80.464132,93.691346
IV2533,1,1,62.487123,78.455482
IV2534,0,0,65.629581,87.249615
IV2535,0,0,59.153482,78.2159
IV2536,0,0,66.995081,91.599076
IV2537,1,1,65.973886,90.413671
IV2538,1,1,58.14378,83.490015
IV2539,0,0,75.64568,92.228778
IV2540,0,0,81.225962,89.565358
IV2541,0,0,57.135183,77.346456
IV2542,0,0,49.161843,79.314178
IV2543,0,0,59.39123,84.046297
IV2544,0,0,67.343475,87.059353
IV2545,0,0,57.191822,77.28228
IV2546,1,1,73.750793,94.745859
IV2547,0,1,81.070053,102.722376
IV2548,0,1,64.728236,83.338049
IV2549,0,0,50.11664,77.941512
IV2550,0,0,53.01462,74.153262
IV2551,1,1,52.416749,75.35801
IV2552,0,0,71.50688,82.050469
IV2553,0,0,66.149488,88.779035
IV2554,0,0,65.820469,84.817124
IV2555,1,0,75.245821,88.364017
IV2556,1,1,49.79783,90.802437
IV2557,1,1,55.659091,75.190998
IV2558,0,0,71.013046,96.538727
IV2559,0,0,71.96592,92.537274
IV2560,0,0,73.796457,68.751171
IV2561,1,0,69.513452,84.429243
IV2562,1,0,63.159441,83.764635
IV2563,0,0,62.059371,81.903826
IV2564,1,1,68.438455,79.295758
IV2565,1,1,72.778214,89.788887
IV2566,0,1,65.272057,90.375964
IV2567,0,0,71.371106,93.060429
IV2568,0,0,55.155024,81.429792
IV2569,1,0,64.108486,78.437656
IV2570,1,1,58.777579,76.313593
IV2571,0,0,67.426366,97.18202
IV2572,1,1,62.259326,73.617582
IV2573,1,1,73.123057,107.82701
IV2574,0,1,57.325645,91.069539
IV2575,1,1,72.315592,90.840801
IV2576,0,0,61.540778,83.891743
IV2577,1,1,77.318309,91.304715
IV2578,0,0,57.796458,83.786221
IV2579,0,0,80.382333,99.449262
IV2580,1,1,63.357317,95.006048
IV2581,1,1,71.765289,84.684852
IV2582,0,1,62.917989,84.656262
IV2583,0,0,54.131087,82.940583
IV2584,1,1,81.657661,87.379101
IV2585,0,0,55.701727,63.531497
IV2586,0,0,64.107523,85.04847
IV2587,1,1,60.496486,87.807281
IV2588,1,1,61.485341,92.819089
IV2589,0,0,60.528291,77.049849
IV2590,1,0,69.261799,73.986767
IV2591,0,0,60.896792,84.850977
IV2592,1,1,53.627974,75.469518
IV2593,0,0,78.503961,80.098202
IV2594,0,1,67.853627,81.68382
IV2595,0,0,54.544738,84.816914
IV2596,1,1,69.596694,92.784587
IV2597,0,1,64.388267,93.085727
IV2598,1,1,67.300559,85.373326
IV2599,1,0,71.171711,74.960381
IV2600,0,0,56.517487,69.737101
IV2601,1,1,80.057656,101.562375
IV2602,0,0,70.017922,81.304746
IV2603,1,1,57.07087,80.854
IV2604,0,0,82.19258,94.454402
IV2605,1,1,61.087018,86.414387
IV2606,1,1,71.583093,90.8859
IV2607,0,0,66.342112,86.351877
IV2608,1,1,58.262634,82.645763
IV2609,1,1,53.151917,79.038027
IV2610,0,0,69.682284,96.618216
IV2611,0,0,48.118226,68.893377
IV2612,0,0,61.91857,86.134334
IV2613,0,0,59.851865,76.461063
IV2614,1,1,63.327778,86.529024
IV2615,1,1,52.539657,84.49327
IV2616,1,1,73.252136,89.934866
IV2617,1,1,66.851517,81.789774
IV2618,1,1,61.343682,88.055922
IV2619,0,1,61.796071,85.958469
IV2620,0,0,57.033329,81.999566
IV2621,1,1,63.136484,95.822009
IV2622,0,0,72.070294,88.425762
IV2623,1,1,54.949728,86.61543
IV2624,1,1,59.150121,87.413466
IV2625,0,0,66.903545,91.949823
IV2626,0,0,58.53172,82.169921
IV2627,0,0,56.872989,73.976568
IV2628,0,1,54.98905,89.634541
IV2629,1,1,58.801189,79.070669
IV2630,0,0,55.228103,79.182809
IV2631,0,0,70.01666,86.435394
IV2632,0,0,63.241311,74.881187
IV2633,1,1,58.219841,81.671949
IV2634,0,0,75.143021,74.548647
IV2635,0,0,79.151422,88.898375
IV2636,0,0,77.27502,92.351267
IV2637,0,0,57.412551,86.675592
IV2638,0,1,88.919321,99.322144
IV2639,1,1,56.911288,85.825778
IV2640,0,0,45.302906,75.208213
IV2641,1,1,56.939404,81.395355
IV2642,1,1,72.192816,91.563073
IV2643,0,0,64.164062,82.812948
IV2644,0,1,56.10779,80.823701
IV2645,1,1,61.514888,82.882421
IV2646,0,0,60.828337,88.427338
IV2647,1,1,73.357478,102.93403
IV2648,1,0,78.932329,88.343366
IV2649,1,0,72.291133,79.185749
IV2650,1,0,61.879183,72.283388
IV2651,0,0,74.097216,87.439564
IV2652,1,1,50.993708,76.236012
IV2653,0,0,70.281472,84.304542
IV2654,1,1,76.044012,94.462012
IV2655,0,0,50.214343,73.822686
IV2656,1,1,66.403965,85.335087
IV2657,0,1,70.061925,95.678589
IV2658,0,0,73.524803,101.548874
IV2659,1,1,68.467197,88.86663
IV2660,1,1,72.595943,88.972057
IV2661,1,1,63.307855,83.847671
IV2662,0,0,67.307319,84.542756
IV2663,1,1,76.204466,97.39911
IV2664,1,0,61.189486,68.247338
IV2665,0,0,68.919889,78.172772
IV2666,1,1,65.227904,94.978047
IV2667,1,1,61.744628,91.213012
IV2668,0,0,51.529895,71.011941
IV2669,1,1,74.842277,93.117512
IV2670,1,1,58.856933,75.515454
IV2671,1,1,77.165092,89.206066
IV2672,1,1,71.930803,83.191159
IV2673,0,0,62.256644,81.24243
IV2674,1,1,57.456968,88.288793
IV2675,0,1,54.281448,93.991136
IV2676,1,0,55.353675,71.387029
IV2677,0,0,64.996235,76.548577
IV2678,1,0,71.095834,81.915672
IV2679,1,1,52.164588,79.052366
IV2680,0,0,58.409993,91.092983
IV2681,1,0,76.21079,84.307172
IV2682,0,0,56.625336,68.903235
IV2683,0,1,55.390507,68.895006
IV2684,1,1,60.543411,88.228203
IV2685,1,1,68.101448,91.298115
IV2686,1,1,55.924891,93.870963
IV2687,1,1,54.281899,85.506083
IV2688,1,0,75.766894,86.226524
IV2689,1,0,78.075079,89.873135
IV2690,0,0,62.107162,82.389213
IV2691,1,0,65.697721,80.397335
IV2692,1,1,89.473615,103.413329
IV2693,0,0,46.364426,60.575113
IV2694,1,1,63.259978,87.855686
IV2695,1,0,67.325051,82.804336
IV2696,0,1,70.058473,81.786007
IV2697,1,1,66.267876,85.593387
IV2698,0,0,64.621313,79.619329
IV2699,1,0,59.392716,81.099434
IV2700,1,1,68.690548,93.954405
IV2701,0,0,63.744322,84.606072
IV2702,1,0,57.774142,82.671892
IV2703,1,0,56.905859,71.848063
IV2704,0,0,63.073601,78.345759
IV2705,1,1,61.99867,87.682712
IV2706,1,1,76.706365,88.906286
IV2707,0,0,60.83712,80.42285
IV2708,0,0,67.089051,79.637679
IV2709,1,1,69.512419,90.21717
IV2710,1,1,61.258066,87.237735
IV2711,1,1,64.565482,91.858391
IV2712,1,0,43.87331,61.343276
IV2713,1,1,70.995057,91.456082
IV2714,1,1,62.937517,91.094315
IV2715,0,0,72.891045,102.21078
IV2716,0,0,62.60705,83.09329
IV2717,0,0,62.925087,98.043227
IV2718,0,0,68.105832,80.303119
IV2719,1,1,73.941453,94.302975
IV2720,0,0,60.221629,76.700918
IV2721,0,1,64.487078,93.066123
IV2722,1,1,81.950634,78.005591
IV2723,0,0,74.386164,93.249719
IV2724,0,0,59.324833,74.580932
IV2725,0,0,63.367925,76.225135
IV2726,1,0,72.349339,78.827145
IV2727,0,0,76.220734,90.197292
IV2728,0,0,59.5459,84.355119
IV2729,1,1,49.070914,77.76388
IV2730,1,1,61.58364,91.261428
IV2731,1,1,58.975764,71.268407
IV2732,0,0,53.117647,65.941258
IV2733,0,0,70.836488,91.57313
IV2734,0,0,71.581172,79.668808
IV2735,1,1,54.19689,87.995553
IV2736,1,1,67.201938,88.095798
IV2737,0,0,72.409889,82.571413
IV2738,1,1,61.125395,85.96649
IV2739,0,0,85.362939,85.323465
IV2740,1,1,69.311982,71.794142
IV2741,0,0,67.63669,84.901724
IV2742,1,1,66.318203,84.532721
IV2743,1,1,60.200065,90.306356
IV2744,0,0,80.661334,88.784697
IV2745,0,1,61.491697,82.144845
IV2746,0,0,70.762479,80.440575
IV2747,1,1,82.840044,98.365445
IV2748,0,0,56.506661,74.49008
IV2749,0,0,63.342484,79.205434
IV2750,1,0,64.053867,78.889068
IV2751,1,1,68.872956,76.540652
IV2752,0,0,63.330453,93.262746
IV2753,1,1,59.511637,89.448589
IV2754,0,0,46.23349,70.006015
IV2755,1,1,61.304824,98.139652
IV2756,1,0,75.082126,82.165705
IV2757,1,0,59.781365,77.962565
IV2758,0,0,59.663702,81.998349
IV2759,1,1,65.035568,86.620399
IV2760,1,1,74.238184,89.541429
IV2761,0,0,66.60752,80.112163
IV2762,1,0,48.274965,80.877506
IV2763,0,0,59.60873,79.423459
IV2764,1,1,69.683722,88.60641
IV2765,0,0,58.150751,70.182022
IV2766,1,1,80.971727,85.629116
IV2767,0,0,74.164582,87.007584
IV2768,1,1,74.982382,91.096898
IV2769,0,0,85.27845,97.910986
IV2770,1,1,54.732651,81.904365
IV2771,0,0,70.919914,82.068539
IV2772,0,1,50.690973,80.438407
IV2773,0,0,51.952442,71.169796
IV2774,1,1,60.723819,79.327128
IV2775,1,1,73.372815,97.402552
IV2776,1,1,68.4912,86.409148
IV2777,1,1,77.142826,96.821285
IV2778,1,1,46.983028,81.547326
IV2779,1,1,45.196508,79.971084
IV2780,1,0,66.223604,67.596957
IV2781,0,0,65.064502,82.844013
IV2782,1,1,59.685794,70.028476
IV2783,1,1,61.861084,97.526499
IV2784,0,0,65.227275,86.461836
IV2785,1,1,69.530891,98.367305
IV2786,1,1,68.86371,84.613277
IV2787,1,1,63.488225,88.448006
IV2788,0,0,61.284685,79.328685
IV2789,0,0,73.072036,100.847739
IV2790,0,0,59.99165,69.165382
IV2791,1,0,78.567425,85.218321
IV2792,1,1,67.668889,88.099138
IV2793,0,0,66.326031,84.578167
IV2794,0,0,63.257773,75.902649
IV2795,0,0,64.74558,69.047438
IV2796,1,1,63.032383,78.668344
IV2797,0,1,58.453136,99.990044
IV2798,0,0,60.893874,76.184989
IV2799,0,0,70.962325,79.85213
IV2800,1,1,63.204668,74.688262
IV2801,0,0,71.142148,94.254075
IV2802,1,0,61.27797,83.521812
IV2803,1,1,65.809311,97.777984
IV2804,1,1,70.113177,78.540456
IV2805,0,0,79.277711,86.744845
IV2806,1,1,72.982217,109.606371
IV2807,1,1,59.673615,98.582019
IV2808,1,0,72.102137,96.188368
IV2809,1,1,60.993237,78.157017
IV2810,1,1,49.18683,83.20077
IV2811,1,0,67.911218,78.599966
IV2812,0,0,80.633557,76.843201
IV2813,0,1,62.949623,84.558399
IV2814,0,0,64.277712,86.278967
IV2815,1,1,70.209864,84.907404
IV2816,1,1,71.963675,83.992527
IV2817,1,1,71.07769,87.119807
IV2818,1,1,52.296068,88.286374
IV2819,1,1,54.43964,89.906626
IV2820,0,0,65.770642,81.946973
IV2821,1,1,69.865815,81.037427
IV2822,0,0,52.492519,77.062679
IV2823,0,0,65.918264,79.890659
IV2824,0,0,50.059503,74.252489
IV2825,0,0,68.82082,91.66947
IV2826,0,0,67.228804,89.070905
IV2827,0,1,61.302559,88.922791
IV2828,1,0,70.809781,76.929948
IV2829,1,1,65.285752,93.506899
IV2830,0,0,58.329365,82.477184
IV2831,0,0,79.065446,91.116055
IV2832,0,1,73.602355,83.590144
IV2833,1,1,57.353499,74.432119
IV2834,0,0,65.089245,83.457331
IV2835,1,1,75.829767,96.568977
IV2836,1,1,60.444337,86.989515
IV2837,0,0,48.177731,77.728878
IV2838,0,0,56.014302,67.960774
IV2839,0,0,61.515604,70.119735
IV2840,0,0,58.343557,83.696684
IV2841,0,0,72.72037,86.080944
IV2842,0,0,58.829023,76.842539
IV2843,0,0,68.086846,85.519506
IV2844,0,0,72.420456,91.342753
IV2845,1,1,58.381847,92.090954
IV2846,1,1,69.164739,100.458571
IV2847,0,1,63.146177,88.895984
IV2848,0,0,67.703388,80.273199
IV2849,1,1,78.422964,87.754235
IV2850,0,0,75.938472,86.571825
IV2851,1,1,79.223215,85.191523
IV2852,0,0,71.115197,78.543305
IV2853,1,1,76.584166,92.664332
IV2854,1,1,78.246008,84.157545
IV2855,1,1,53.407808,78.774191
IV2856,1,1,57.945299,83.099739
IV2857,0,0,60.168869,79.88801
IV2858,1,1,61.968902,86.769021
IV2859,1,1,71.589929,85.726828
IV2860,1,1,41.482755,92.594927
IV2861,1,1,66.119343,98.903213
IV2862,0,0,73.832041,88.05826
IV2863,0,0,69.750147,88.23345
IV2864,0,0,67.487487,88.981657
IV2865,1,1,68.542785,100.426264
IV2866,0,0,69.475344,83.968492
IV2867,0,0,67.024265,77.504294
IV2868,0,0,53.996388,83.529777
IV2869,0,0,57.466739,81.078631
IV2870,1,0,64.559253,84.46348
IV2871,1,1,63.45081,84.63617
IV2872,1,1,71.607642,99.141057
IV2873,0,0,62.465471,81.537117
IV2874,1,0,48.642546,68.611597
IV2875,0,1,64.985334,98.482757
IV2876,1,1,60.668769,88.569699
IV2877,0,0,52.914057,83.008825
IV2878,1,0,56.000002,81.669586
IV2879,1,1,75.38872,85.272746
IV2880,1,1,63.498184,101.980553
IV2881,1,1,60.114984,89.506823
IV2882,0,1,71.831123,94.750018
IV2883,0,0,63.899215,68.814242
IV2884,0,0,74.399391,87.861277
IV2885,1,1,60.984716,95.362887
IV2886,1,1,50.074983,80.782479
IV2887,1,1,66.607037,76.181034
IV2888,0,0,65.599745,86.06653
IV2889,1,1,84.810397,91.235235
IV2890,0,0,77.608948,88.815681
IV2891,1,0,60.294087,86.102445
IV2892,1,1,80.684899,102.055531
IV2893,0,0,54.638799,76.228951
IV2894,0,0,47.376316,85.226503
IV2895,0,0,70.493168,81.207452
IV2896,0,0,73.224814,96.705898
IV2897,0,0,75.547241,85.838147
IV2898,1,1,57.290337,89.931591
IV2899,1,0,61.051204,80.036792
IV2900,1,1,53.594357,78.090234
IV2901,1,1,57.943916,86.685592
IV2902,0,0,58.225185,68.079013
IV2903,1,1,62.088622,97.11072
IV2904,1,0,76.361552,84.303421
IV2905,1,1,90.518977,105.438404
IV2906,1,1,65.329119,87.133059
IV2907,0,0,75.241137,86.417274
IV2908,0,0,83.025284,85.828838
IV2909,1,1,62.131577,87.376851
IV2910,0,0,73.896062,83.067332
IV2911,1,1,55.97131,84.06204
IV2912,0,0,67.207315,85.093045
IV2913,1,0,59.692762,73.686938
IV2914,0,0,57.092531,91.194034
IV2915,0,0,53.846827,85.323501
IV2916,0,0,57.87012,73.135245
IV2917,1,0,77.056629,91.319768
IV2918,0,0,59.829567,70.935794
IV2919,0,0,68.280747,86.280011
IV2920,0,1,60.825045,64.626192
IV2921,1,1,52.564992,83.00453
IV2922,0,0,64.631029,75.017211
IV2923,0,0,70.163952,75.595588
IV2924,0,0,63.257307,78.560519
IV2925,0,0,40.370934,57.621223
IV2926,0,0,70.201452,74.95504
IV2927,0,0,82.749567,90.939822
IV2928,0,0,62.920274,93.57843
IV2929,1,0,68.15694,72.038529
IV2930,0,1,53.891995,95.655132
IV2931,1,0,76.046567,88.380038
IV2932,0,0,56.544152,88.954697
IV2933,1,1,73.362242,100.185194
IV2934,1,1,63.123486,88.007563
IV2935,0,0,69.61606,87.477777
IV2936,0,0,62.708829,87.482348
